worker_id,zone_id,city,zone_label,platform,season,months_active,avg_daily_hours,past_claims_count,zone_flood_risk,zone_heat_risk,zone_aqi_risk,weekly_earnings,daily_orders,avg_income_per_order,disruption_exposure,risk_label,plan_name,plan_base_premium,plan_max_payout,coverage_days,covered_event_count,avg_copay
W_00714,Z_DEL_002,Delhi,Delhi_NCR,Zomato,winter,21,8.82,2,0.312,0.9701,0.7628,4765.43,16.02,47.98,0.6318,medium,basic,49.0,1000.0,7,4,0.2
W_00715,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,6,7.29,5,0.414,0.3675,0.2708,5786.18,17.28,54.01,0.3949,medium,standard,79.0,2000.0,7,6,0.1
W_00716,Z_DEL_002,Delhi,Delhi_NCR,Amazon,monsoon,31,6.44,0,0.2731,0.9223,0.9352,4500.0,9.79,56.79,0.6026,low,basic,49.0,1000.0,7,4,0.2
W_00717,Z_CHE_001,Chennai,Chennai_Central,Blinkit,festival,6,8.98,2,0.805,0.9292,0.3448,5052.75,14.97,54.45,0.7405,high,standard,79.0,2000.0,7,6,0.1
W_00718,Z_MUM_002,Mumbai,Mumbai_Suburbs,Amazon,monsoon,8,7.58,2,0.7668,0.5777,0.5374,4500.0,8.0,53.03,0.6527,medium,basic,49.0,1000.0,7,4,0.2
W_00719,Z_MUM_002,Mumbai,Mumbai_Suburbs,Amazon,winter,6,6.76,6,0.6798,0.5593,0.4242,5214.9,14.33,58.69,0.5889,medium,premium,99.0,3500.0,7,7,0.0
W_00720,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,summer,27,7.47,0,0.5087,0.3781,0.3086,5429.08,16.06,54.52,0.4483,low,premium,99.0,3500.0,7,7,0.0
W_00721,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,festival,24,7.8,4,0.7666,0.582,0.5432,8036.97,25.15,51.55,0.6524,medium,basic,49.0,1000.0,7,4,0.2
W_00722,Z_CHE_001,Chennai,Chennai_Central,Zepto,winter,9,7.62,0,0.8417,0.8688,0.438,4898.1,18.64,42.37,0.755,medium,standard,79.0,2000.0,7,6,0.1
W_00723,Z_MUM_001,Mumbai,Mumbai_Coastal,Blinkit,summer,27,6.15,2,0.7595,0.5722,0.4683,4978.46,16.7,48.1,0.6238,low,standard,79.0,2000.0,7,6,0.1
W_00724,Z_DEL_002,Delhi,Delhi_NCR,Zepto,monsoon,26,9.34,2,0.2858,0.8336,0.8475,6463.82,20.07,51.95,0.5949,medium,basic,49.0,1000.0,7,4,0.2
W_00725,Z_MUM_002,Mumbai,Mumbai_Suburbs,Blinkit,festival,28,9.41,1,0.6421,0.497,0.4181,4751.79,16.38,46.79,0.5681,low,standard,79.0,2000.0,7,6,0.1
W_00726,Z_DEL_002,Delhi,Delhi_NCR,Zepto,winter,16,8.42,1,0.3061,0.9311,0.8679,5144.78,14.24,58.26,0.6332,medium,basic,49.0,1000.0,7,4,0.2
W_00727,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,monsoon,27,5.66,4,0.6583,0.8526,0.3632,4500.0,8.0,41.73,0.6345,medium,basic,49.0,1000.0,7,4,0.2
W_00728,Z_DEL_002,Delhi,Delhi_NCR,Amazon,festival,8,8.01,5,0.3066,0.844,0.7638,7585.95,22.4,54.62,0.5741,medium,nano,25.0,500.0,7,2,0.25
W_00729,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,summer,17,7.01,2,0.3533,0.3908,0.3209,5523.66,15.24,58.46,0.3843,medium,basic,49.0,1000.0,7,4,0.2
W_00730,Z_DEL_002,Delhi,Delhi_NCR,Zepto,summer,43,8.95,0,0.3032,0.87,0.7735,4500.0,12.27,57.49,0.5979,low,standard,79.0,2000.0,7,6,0.1
W_00731,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,winter,2,9.59,3,0.4922,0.4527,0.3023,4500.0,8.0,47.67,0.4878,high,nano,25.0,500.0,7,2,0.25
W_00732,Z_CHE_001,Chennai,Chennai_Central,Swiggy,winter,51,6.07,0,0.785,0.8835,0.401,4500.0,9.95,44.92,0.7125,low,standard,79.0,2000.0,7,6,0.1
W_00733,Z_CHE_001,Chennai,Chennai_Central,Swiggy,monsoon,12,10.33,1,0.8579,0.8144,0.3784,4978.96,13.92,57.67,0.7548,medium,standard,79.0,2000.0,7,6,0.1
W_00734,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,monsoon,57,7.63,0,0.3473,0.4131,0.301,4500.0,8.42,47.4,0.3883,low,premium,99.0,3500.0,7,7,0.0
W_00735,Z_HYD_001,Hyderabad,Hyderabad_Central,Zepto,monsoon,19,9.14,0,0.6372,0.7536,0.445,4500.0,10.87,42.75,0.6458,low,standard,79.0,2000.0,7,6,0.1
W_00736,Z_CHE_001,Chennai,Chennai_Central,Amazon,festival,4,9.38,6,0.7877,0.7882,0.4122,5070.28,12.36,66.16,0.7095,high,basic,49.0,1000.0,7,4,0.2
W_00737,Z_DEL_001,Delhi,Delhi_Central,Amazon,monsoon,6,10.11,1,0.3693,0.8368,0.8304,4500.0,10.51,51.67,0.6351,medium,standard,79.0,2000.0,7,6,0.1
W_00738,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,festival,18,7.22,0,0.6849,0.8219,0.3628,5880.0,16.61,57.09,0.6475,medium,basic,49.0,1000.0,7,4,0.2
W_00739,Z_KOL_001,Kolkata,Kolkata_Central,Zepto,festival,7,9.86,1,0.7272,0.6524,0.4945,4820.34,15.51,50.12,0.6652,high,basic,49.0,1000.0,7,4,0.2
W_00740,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,monsoon,15,8.89,3,0.6393,0.8406,0.2979,7058.69,20.99,54.24,0.6422,medium,nano,25.0,500.0,7,2,0.25
W_00741,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,summer,5,8.47,2,0.4692,0.4389,0.3052,4500.0,13.33,51.46,0.4579,high,standard,79.0,2000.0,7,6,0.1
W_00742,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,monsoon,51,7.57,1,0.7887,0.528,0.4569,5947.9,15.32,62.62,0.6335,low,standard,79.0,2000.0,7,6,0.1
W_00743,Z_HYD_001,Hyderabad,Hyderabad_Central,Blinkit,winter,44,7.05,1,0.529,0.7132,0.4301,4500.0,10.63,37.18,0.5727,low,standard,79.0,2000.0,7,6,0.1
W_00744,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,winter,50,6.41,0,0.3939,0.3836,0.3162,5358.46,17.37,49.76,0.3966,low,nano,25.0,500.0,7,2,0.25
W_00745,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,festival,22,7.93,3,0.5602,0.8101,0.4417,6088.57,17.68,55.53,0.6124,medium,basic,49.0,1000.0,7,4,0.2
W_00746,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,monsoon,5,12.46,4,0.949,0.5662,0.4647,4500.0,15.03,47.54,0.7594,high,standard,79.0,2000.0,7,6,0.1
W_00747,Z_KOL_001,Kolkata,Kolkata_Central,Zepto,summer,20,6.51,2,0.7535,0.6898,0.4758,4500.0,14.12,46.81,0.6591,medium,standard,79.0,2000.0,7,6,0.1
W_00748,Z_CHE_002,Chennai,Chennai_Suburban,Zepto,monsoon,3,9.83,1,0.6289,0.9003,0.3183,4500.0,16.28,34.16,0.6671,high,basic,49.0,1000.0,7,4,0.2
W_00749,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,winter,59,6.71,0,0.446,0.3963,0.348,4500.0,12.38,54.05,0.4308,low,nano,25.0,500.0,7,2,0.25
W_00750,Z_DEL_002,Delhi,Delhi_NCR,Zomato,summer,12,8.26,1,0.2489,0.9668,0.8648,4500.0,8.0,51.68,0.6119,medium,premium,99.0,3500.0,7,7,0.0
W_00751,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,festival,45,5.94,0,0.837,0.6456,0.5726,5909.97,19.04,50.06,0.6884,low,basic,49.0,1000.0,7,4,0.2
W_00752,Z_DEL_002,Delhi,Delhi_NCR,Blinkit,monsoon,24,5.44,1,0.2896,0.9682,0.7703,4500.0,8.87,58.52,0.5832,low,premium,99.0,3500.0,7,7,0.0
W_00753,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,summer,27,7.39,1,0.5856,0.7011,0.3975,4500.0,13.31,49.23,0.5863,low,standard,79.0,2000.0,7,6,0.1
W_00754,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,54,7.55,1,0.507,0.4478,0.3785,4500.0,16.51,39.86,0.4784,low,standard,79.0,2000.0,7,6,0.1
W_00755,Z_CHE_002,Chennai,Chennai_Suburban,Zepto,monsoon,4,10.53,4,0.5865,0.9046,0.2931,4500.0,13.53,51.11,0.6527,high,basic,49.0,1000.0,7,4,0.2
W_00756,Z_DEL_002,Delhi,Delhi_NCR,Zepto,winter,21,7.4,1,0.2601,0.8895,0.8348,5323.17,19.9,43.15,0.5856,medium,premium,99.0,3500.0,7,7,0.0
W_00757,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,festival,26,10.42,3,0.7726,0.5202,0.4738,8554.24,22.05,62.57,0.6484,medium,premium,99.0,3500.0,7,7,0.0
W_00758,Z_MUM_001,Mumbai,Mumbai_Coastal,Blinkit,summer,20,7.88,0,0.9493,0.5551,0.4326,5901.31,19.02,50.05,0.7093,low,standard,79.0,2000.0,7,6,0.1
W_00759,Z_DEL_002,Delhi,Delhi_NCR,Zepto,monsoon,15,9.25,2,0.3001,0.9318,0.7413,4500.0,10.25,48.9,0.6085,medium,basic,49.0,1000.0,7,4,0.2
W_00760,Z_DEL_001,Delhi,Delhi_Central,Zomato,monsoon,52,7.66,1,0.3276,0.99,0.7818,4500.0,14.45,48.29,0.6285,low,standard,79.0,2000.0,7,6,0.1
W_00761,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,festival,27,9.92,2,0.5496,0.7648,0.4573,4565.33,13.55,54.36,0.6158,medium,premium,99.0,3500.0,7,7,0.0
W_00762,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,winter,15,7.4,1,0.2618,0.9607,0.8387,4500.0,13.7,51.56,0.607,medium,nano,25.0,500.0,7,2,0.25
W_00763,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,festival,8,9.01,1,0.3083,0.9447,0.8092,4500.0,8.99,41.33,0.6201,medium,standard,79.0,2000.0,7,6,0.1
W_00764,Z_BLR_002,Bangalore,Bangalore_East,Amazon,festival,38,7.43,1,0.4309,0.3775,0.3336,4500.0,18.36,34.98,0.4131,low,basic,49.0,1000.0,7,4,0.2
W_00765,Z_HYD_001,Hyderabad,Hyderabad_Central,Zepto,winter,11,6.33,3,0.5428,0.6895,0.4521,4500.0,8.0,45.09,0.5684,medium,standard,79.0,2000.0,7,6,0.1
W_00766,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,winter,23,6.78,4,0.6259,0.7127,0.433,4500.0,10.05,56.76,0.611,medium,standard,79.0,2000.0,7,6,0.1
W_00767,Z_CHE_002,Chennai,Chennai_Suburban,Zepto,winter,28,6.5,3,0.5894,0.9668,0.2985,4500.0,8.76,52.31,0.6397,medium,nano,25.0,500.0,7,2,0.25
W_00768,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,festival,15,7.88,3,0.8122,0.7296,0.5913,4891.78,15.73,50.17,0.7222,medium,premium,99.0,3500.0,7,7,0.0
W_00769,Z_KOL_001,Kolkata,Kolkata_Central,Amazon,summer,10,8.38,1,0.844,0.6278,0.5152,4500.0,8.95,47.17,0.7052,medium,nano,25.0,500.0,7,2,0.25
W_00770,Z_CHE_001,Chennai,Chennai_Central,Swiggy,festival,24,9.83,1,0.8489,0.8072,0.4413,6540.26,16.03,65.81,0.7498,medium,standard,79.0,2000.0,7,6,0.1
W_00771,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,summer,26,10.84,3,0.3573,0.4125,0.2724,4500.0,9.84,52.85,0.4209,medium,nano,25.0,500.0,7,2,0.25
W_00772,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,winter,16,7.64,3,0.5785,0.7124,0.4339,4500.0,11.61,41.88,0.6001,medium,standard,79.0,2000.0,7,6,0.1
W_00773,Z_DEL_001,Delhi,Delhi_Central,Amazon,winter,3,7.25,7,0.3112,0.99,0.99,5776.57,18.23,51.1,0.6616,high,premium,99.0,3500.0,7,7,0.0
W_00774,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,festival,24,7.9,0,0.4945,0.4277,0.3308,7736.26,23.15,53.9,0.4575,low,nano,25.0,500.0,7,2,0.25
W_00775,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,festival,39,6.93,0,0.3599,0.3907,0.3064,4500.0,16.8,32.85,0.3776,low,nano,25.0,500.0,7,2,0.25
W_00776,Z_DEL_001,Delhi,Delhi_Central,Zepto,summer,23,8.94,2,0.3652,0.9117,0.8011,4500.0,14.57,44.59,0.6406,medium,premium,99.0,3500.0,7,7,0.0
W_00777,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,festival,5,11.72,3,0.4153,0.4255,0.3369,5212.33,18.75,44.83,0.4588,high,standard,79.0,2000.0,7,6,0.1
W_00778,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,monsoon,14,6.1,3,0.3515,0.3493,0.3144,6115.01,19.68,50.1,0.3601,medium,standard,79.0,2000.0,7,6,0.1
W_00779,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zepto,monsoon,52,6.3,0,0.7201,0.5668,0.5446,5044.86,15.74,51.68,0.6191,low,nano,25.0,500.0,7,2,0.25
W_00780,Z_BLR_002,Bangalore,Bangalore_East,Zepto,summer,12,10.4,3,0.4101,0.3523,0.319,4500.0,18.24,38.03,0.4303,medium,nano,25.0,500.0,7,2,0.25
W_00781,Z_DEL_002,Delhi,Delhi_NCR,Zomato,summer,7,7.93,2,0.2898,0.8077,0.8455,4500.0,15.12,41.16,0.5778,medium,premium,99.0,3500.0,7,7,0.0
W_00782,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,summer,52,7.5,2,0.7719,0.7473,0.4716,4658.77,13.38,56.14,0.6919,low,premium,99.0,3500.0,7,7,0.0
W_00783,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,27,8.12,1,0.8612,0.5157,0.3658,6597.65,16.6,64.1,0.6445,medium,premium,99.0,3500.0,7,7,0.0
W_00784,Z_BLR_001,Bangalore,Bangalore_Central,Blinkit,summer,52,6.63,0,0.499,0.4435,0.3197,4500.0,14.3,49.22,0.4563,low,nano,25.0,500.0,7,2,0.25
W_00785,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,10,7.73,0,0.36,0.3369,0.3357,5257.03,17.64,48.07,0.3795,medium,standard,79.0,2000.0,7,6,0.1
W_00786,Z_CHE_002,Chennai,Chennai_Suburban,Zepto,monsoon,39,8.91,1,0.6452,0.8912,0.3575,4500.0,12.38,42.95,0.6697,low,basic,49.0,1000.0,7,4,0.2
W_00787,Z_MUM_001,Mumbai,Mumbai_Coastal,Zepto,festival,27,7.04,4,0.8771,0.6329,0.393,9177.35,24.14,61.31,0.6792,medium,basic,49.0,1000.0,7,4,0.2
W_00788,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,festival,13,7.65,1,0.2679,0.9665,0.9018,4621.94,15.26,48.84,0.6138,medium,premium,99.0,3500.0,7,7,0.0
W_00789,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,monsoon,28,10.69,2,0.4563,0.4324,0.3738,4500.0,13.73,49.08,0.4818,medium,nano,25.0,500.0,7,2,0.25
W_00790,Z_DEL_002,Delhi,Delhi_NCR,Blinkit,winter,13,7.41,1,0.2465,0.9792,0.7768,4500.0,8.3,44.53,0.5948,medium,nano,25.0,500.0,7,2,0.25
W_00791,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,winter,25,6.92,1,0.5058,0.4135,0.3118,4500.0,8.0,46.82,0.4565,medium,nano,25.0,500.0,7,2,0.25
W_00792,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,winter,46,4.83,0,0.7611,0.6404,0.3873,4868.88,13.35,58.82,0.619,low,premium,99.0,3500.0,7,7,0.0
W_00793,Z_CHE_001,Chennai,Chennai_Central,Zepto,winter,4,8.92,6,0.7337,0.8922,0.3734,4500.0,9.63,45.43,0.7181,high,basic,49.0,1000.0,7,4,0.2
W_00794,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zepto,winter,32,7.27,0,0.6389,0.5384,0.4522,4686.57,15.49,48.81,0.5762,low,premium,99.0,3500.0,7,7,0.0
W_00795,Z_CHE_002,Chennai,Chennai_Suburban,Swiggy,summer,26,7.72,0,0.7007,0.846,0.3696,5586.43,17.59,51.23,0.6734,medium,standard,79.0,2000.0,7,6,0.1
W_00796,Z_CHE_001,Chennai,Chennai_Central,Zepto,monsoon,2,8.9,8,0.7317,0.7703,0.398,4500.0,8.97,50.6,0.6794,high,nano,25.0,500.0,7,2,0.25
W_00797,Z_HYD_001,Hyderabad,Hyderabad_Central,Zepto,monsoon,50,9.45,1,0.5491,0.7357,0.4655,4500.0,9.36,50.5,0.6104,low,nano,25.0,500.0,7,2,0.25
W_00798,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,38,7.2,0,0.8572,0.6446,0.4187,4500.0,12.98,53.96,0.6802,low,premium,99.0,3500.0,7,7,0.0
W_00799,Z_CHE_001,Chennai,Chennai_Central,Swiggy,festival,12,10.47,0,0.7682,0.8813,0.3866,4500.0,13.07,44.32,0.7325,medium,premium,99.0,3500.0,7,7,0.0
W_00800,Z_MUM_001,Mumbai,Mumbai_Coastal,Blinkit,winter,6,7.59,1,0.8462,0.5998,0.4614,6261.7,14.7,68.7,0.6855,medium,basic,49.0,1000.0,7,4,0.2
W_00801,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,11,5.97,1,0.3496,0.4107,0.2589,4500.0,15.6,41.78,0.3653,medium,standard,79.0,2000.0,7,6,0.1
W_00802,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,monsoon,13,8.24,0,0.7705,0.6317,0.5786,4500.0,14.31,50.52,0.6831,medium,standard,79.0,2000.0,7,6,0.1
W_00803,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,winter,17,8.24,2,0.7517,0.5317,0.5219,5021.9,15.79,51.31,0.6444,medium,standard,79.0,2000.0,7,6,0.1
W_00804,Z_CHE_002,Chennai,Chennai_Suburban,Zepto,winter,9,7.99,3,0.6431,0.8815,0.3637,5110.96,15.9,51.86,0.6657,medium,standard,79.0,2000.0,7,6,0.1
W_00805,Z_DEL_001,Delhi,Delhi_Central,Swiggy,winter,59,8.37,1,0.3423,0.9661,0.9559,6697.74,19.87,54.37,0.6735,low,nano,25.0,500.0,7,2,0.25
W_00806,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,winter,27,8.18,1,0.6917,0.4902,0.5005,4500.0,8.0,68.56,0.6031,medium,premium,99.0,3500.0,7,7,0.0
W_00807,Z_MUM_001,Mumbai,Mumbai_Coastal,Blinkit,monsoon,22,6.84,1,0.8364,0.5446,0.4403,4500.0,8.0,38.18,0.6481,low,basic,49.0,1000.0,7,4,0.2
W_00808,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,winter,1,10.56,2,0.4545,0.3772,0.3028,4500.0,16.19,43.61,0.461,high,premium,99.0,3500.0,7,7,0.0
W_00809,Z_MUM_002,Mumbai,Mumbai_Suburbs,Blinkit,monsoon,53,7.43,0,0.6928,0.6066,0.4954,4500.0,12.45,45.9,0.6207,low,premium,99.0,3500.0,7,7,0.0
W_00810,Z_DEL_001,Delhi,Delhi_Central,Swiggy,winter,17,6.98,1,0.3539,0.9029,0.9237,4703.42,13.83,54.86,0.6404,medium,standard,79.0,2000.0,7,6,0.1
W_00811,Z_MUM_001,Mumbai,Mumbai_Coastal,Amazon,monsoon,15,10.91,0,0.8934,0.5678,0.3815,4500.0,13.65,52.02,0.7068,medium,premium,99.0,3500.0,7,7,0.0
W_00812,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,23,11.62,1,0.8089,0.5174,0.3912,6989.56,20.97,53.77,0.6587,medium,standard,79.0,2000.0,7,6,0.1
W_00813,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,summer,23,8.45,1,0.6341,0.8112,0.4323,6695.95,18.73,57.66,0.6542,medium,premium,99.0,3500.0,7,7,0.0
W_00814,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,monsoon,48,9.05,2,0.6726,0.5,0.5305,4500.0,16.9,39.08,0.6041,low,basic,49.0,1000.0,7,4,0.2
W_00815,Z_MUM_002,Mumbai,Mumbai_Suburbs,Blinkit,festival,18,8.92,2,0.7436,0.6155,0.507,8821.47,21.74,65.45,0.6555,medium,nano,25.0,500.0,7,2,0.25
W_00816,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,festival,18,6.23,1,0.6718,0.9464,0.285,5461.08,19.65,44.83,0.6541,medium,premium,99.0,3500.0,7,7,0.0
W_00817,Z_DEL_001,Delhi,Delhi_Central,Swiggy,festival,29,7.23,1,0.3628,0.9,0.8412,7078.22,22.33,51.13,0.6204,low,premium,99.0,3500.0,7,7,0.0
W_00818,Z_BLR_002,Bangalore,Bangalore_East,Zomato,summer,55,9.15,0,0.3576,0.3516,0.2949,5479.41,19.06,46.37,0.3914,low,standard,79.0,2000.0,7,6,0.1
W_00819,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,summer,15,7.73,3,0.35,0.3856,0.2961,4500.0,13.34,38.36,0.3841,medium,standard,79.0,2000.0,7,6,0.1
W_00820,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,festival,19,7.95,2,0.3551,0.3457,0.267,5403.53,17.07,51.06,0.3649,medium,nano,25.0,500.0,7,2,0.25
W_00821,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,summer,35,8.06,0,0.3464,0.3553,0.2698,5362.46,15.26,56.67,0.3725,low,nano,25.0,500.0,7,2,0.25
W_00822,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,winter,26,7.76,1,0.4997,0.4032,0.3279,6876.66,21.23,52.24,0.4626,medium,nano,25.0,500.0,7,2,0.25
W_00823,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,winter,25,6.06,1,0.7678,0.5127,0.4562,4500.0,8.0,47.25,0.6113,low,standard,79.0,2000.0,7,6,0.1
W_00824,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,monsoon,27,7.74,2,0.3712,0.3897,0.2595,4500.0,10.56,57.05,0.3855,medium,basic,49.0,1000.0,7,4,0.2
W_00825,Z_BLR_002,Bangalore,Bangalore_East,Blinkit,monsoon,17,8.32,2,0.3769,0.3324,0.2911,4500.0,9.77,57.51,0.383,medium,nano,25.0,500.0,7,2,0.25
W_00826,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,festival,19,9.51,2,0.3926,0.3455,0.3388,5286.08,16.49,51.69,0.4075,medium,basic,49.0,1000.0,7,4,0.2
W_00827,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,monsoon,12,7.59,2,0.6322,0.7074,0.356,4592.65,14.25,51.99,0.6,medium,premium,99.0,3500.0,7,7,0.0
W_00828,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,winter,45,6.34,0,0.6547,0.8871,0.3361,4500.0,11.66,49.27,0.6499,low,nano,25.0,500.0,7,2,0.25
W_00829,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,festival,50,5.73,0,0.625,0.8055,0.4102,4500.0,11.06,40.6,0.613,low,basic,49.0,1000.0,7,4,0.2
W_00830,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,30,8.47,0,0.418,0.3584,0.3197,5390.58,16.71,52.04,0.4141,low,basic,49.0,1000.0,7,4,0.2
W_00831,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,19,9.41,3,0.4303,0.3932,0.3736,7786.4,21.88,57.39,0.4477,medium,standard,79.0,2000.0,7,6,0.1
W_00832,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,festival,4,10.15,9,0.8754,0.5864,0.3928,5304.85,18.97,45.11,0.6932,high,standard,79.0,2000.0,7,6,0.1
W_00833,Z_CHE_001,Chennai,Chennai_Central,Swiggy,winter,44,6.53,0,0.6816,0.8291,0.3584,5379.64,14.53,59.73,0.651,low,nano,25.0,500.0,7,2,0.25
W_00834,Z_CHE_001,Chennai,Chennai_Central,Zepto,monsoon,18,8.93,4,0.7271,0.8835,0.4334,5155.53,16.43,50.6,0.7158,medium,premium,99.0,3500.0,7,7,0.0
W_00835,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,festival,25,10.48,2,0.4458,0.4189,0.317,6689.95,21.85,49.38,0.4551,medium,premium,99.0,3500.0,7,7,0.0
W_00836,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,monsoon,57,7.58,1,0.6708,0.9118,0.3619,4825.84,15.87,49.05,0.6743,low,basic,49.0,1000.0,7,4,0.2
W_00837,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,winter,8,8.42,2,0.7806,0.5636,0.4384,5287.58,16.98,50.22,0.6523,medium,standard,79.0,2000.0,7,6,0.1
W_00838,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,monsoon,6,7.03,1,0.759,0.6436,0.408,4500.0,8.0,50.44,0.6394,medium,basic,49.0,1000.0,7,4,0.2
W_00839,Z_CHE_001,Chennai,Chennai_Central,Swiggy,monsoon,6,8.23,0,0.6997,0.7551,0.4162,4500.0,13.06,48.18,0.6586,medium,nano,25.0,500.0,7,2,0.25
W_00840,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,summer,23,6.03,0,0.7858,0.5958,0.4327,5375.59,18.64,46.5,0.6339,low,basic,49.0,1000.0,7,4,0.2
W_00841,Z_CHE_001,Chennai,Chennai_Central,Amazon,festival,5,12.46,5,0.754,0.916,0.3648,6030.22,22.22,43.77,0.7501,high,premium,99.0,3500.0,7,7,0.0
W_00842,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,festival,28,7.18,1,0.645,0.5473,0.5377,5430.5,19.64,44.61,0.585,medium,nano,25.0,500.0,7,2,0.25
W_00843,Z_BLR_001,Bangalore,Bangalore_Central,Blinkit,monsoon,16,4.93,4,0.4986,0.4484,0.3636,6428.96,18.69,55.49,0.4474,medium,nano,25.0,500.0,7,2,0.25
W_00844,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zepto,summer,7,10.71,2,0.6441,0.5712,0.4846,5375.78,15.79,54.9,0.6226,high,standard,79.0,2000.0,7,6,0.1
W_00845,Z_CHE_001,Chennai,Chennai_Central,Swiggy,festival,25,7.98,2,0.7576,0.749,0.3981,5384.11,15.66,55.44,0.6709,low,premium,99.0,3500.0,7,7,0.0
W_00846,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,winter,19,7.69,1,0.4608,0.4416,0.3447,4500.0,14.55,49.83,0.4593,medium,basic,49.0,1000.0,7,4,0.2
W_00847,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,festival,57,5.01,1,0.6584,0.521,0.4823,4500.0,12.91,48.46,0.5539,low,basic,49.0,1000.0,7,4,0.2
W_00848,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,52,6.72,0,0.4573,0.4445,0.3662,5574.58,14.5,62.03,0.4465,low,premium,99.0,3500.0,7,7,0.0
W_00849,Z_KOL_001,Kolkata,Kolkata_Central,Zepto,monsoon,31,3.82,0,0.8498,0.6348,0.5556,4500.0,11.0,40.54,0.671,low,nano,25.0,500.0,7,2,0.25
